loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date,normalized_snapshot_date,bronze_ingestion_timestamp,bronze_source_file,bronze_processing_date
CUS_0x1000_2023_05_01,CUS_0x1000,1/5/2023,10,5,10000,1000,0,1000,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1015_2023_08_01,CUS_0x1015,1/8/2023,10,2,10000,1000,1000,0,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1026_2023_10_01,CUS_0x1026,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,2,10000,1000,1000,0,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,9,10000,1000,1000,0,1000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,6,10000,1000,0,3000,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1057_2023_09_01,CUS_0x1057,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x105c_2023_06_01,CUS_0x105c,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1069_2023_01_01,CUS_0x1069,1/1/2023,10,9,10000,1000,1000,0,1000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x106f_2023_08_01,CUS_0x106f,1/8/2023,10,2,10000,1000,1000,0,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x108a_2023_05_01,CUS_0x108a,1/5/2023,10,5,10000,1000,1000,0,5000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x109b_2023_10_01,CUS_0x109b,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x10aa_2023_02_01,CUS_0x10aa,1/2/2023,10,8,10000,1000,1000,0,2000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x10bb_2023_03_01,CUS_0x10bb,1/3/2023,10,7,10000,1000,1000,0,3000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x10eb_2023_03_01,CUS_0x10eb,1/3/2023,10,7,10000,1000,1000,0,3000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x10ee_2023_06_01,CUS_0x10ee,1/6/2023,10,4,10000,1000,0,1000,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x10f9_2023_05_01,CUS_0x10f9,1/5/2023,10,5,10000,1000,1000,0,5000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x10ff_2023_10_01,CUS_0x10ff,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1100_2023_10_01,CUS_0x1100,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1119_2023_05_01,CUS_0x1119,1/5/2023,10,5,10000,1000,0,4000,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x112f_2023_10_01,CUS_0x112f,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1130_2023_07_01,CUS_0x1130,1/7/2023,10,3,10000,1000,1000,0,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1132_2023_03_01,CUS_0x1132,1/3/2023,10,7,10000,1000,0,5000,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1134_2023_10_01,CUS_0x1134,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1135_2023_03_01,CUS_0x1135,1/3/2023,10,7,10000,1000,1000,0,3000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1136_2023_06_01,CUS_0x1136,1/6/2023,10,4,10000,1000,0,3000,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x113e_2023_02_01,CUS_0x113e,1/2/2023,10,8,10000,1000,0,5000,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1140_2023_02_01,CUS_0x1140,1/2/2023,10,8,10000,1000,1000,0,2000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x114a_2023_01_01,CUS_0x114a,1/1/2023,10,9,10000,1000,1000,0,1000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1154_2023_06_01,CUS_0x1154,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1155_2023_02_01,CUS_0x1155,1/2/2023,10,8,10000,1000,1000,0,2000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1156_2023_06_01,CUS_0x1156,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1168_2023_10_01,CUS_0x1168,1/10/2023,10,0,10000,0,0,0,10000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1169_2023_09_01,CUS_0x1169,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x117d_2023_09_01,CUS_0x117d,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1182_2023_09_01,CUS_0x1182,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1184_2023_01_01,CUS_0x1184,1/1/2023,10,9,10000,1000,1000,0,1000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1192_2023_05_01,CUS_0x1192,1/5/2023,10,5,10000,1000,1000,0,5000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x119e_2023_06_01,CUS_0x119e,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11b1_2023_05_01,CUS_0x11b1,1/5/2023,10,5,10000,1000,1000,0,5000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11c0_2023_08_01,CUS_0x11c0,1/8/2023,10,2,10000,1000,1000,0,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11c6_2023_09_01,CUS_0x11c6,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11c7_2023_03_01,CUS_0x11c7,1/3/2023,10,7,10000,1000,1000,0,3000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11d1_2023_07_01,CUS_0x11d1,1/7/2023,10,3,10000,1000,1000,0,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11eb_2023_07_01,CUS_0x11eb,1/7/2023,10,3,10000,1000,1000,0,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x11fc_2023_04_01,CUS_0x11fc,1/4/2023,10,6,10000,1000,1000,0,4000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x120c_2023_07_01,CUS_0x120c,1/7/2023,10,3,10000,1000,0,2000,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1216_2023_04_01,CUS_0x1216,1/4/2023,10,6,10000,1000,0,4000,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x123a_2023_03_01,CUS_0x123a,1/3/2023,10,7,10000,1000,0,6000,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1246_2023_09_01,CUS_0x1246,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x124a_2023_07_01,CUS_0x124a,1/7/2023,10,3,10000,1000,1000,0,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1252_2023_02_01,CUS_0x1252,1/2/2023,10,8,10000,1000,1000,0,2000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1255_2023_08_01,CUS_0x1255,1/8/2023,10,2,10000,1000,1000,0,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1271_2023_03_01,CUS_0x1271,1/3/2023,10,7,10000,1000,1000,0,3000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1285_2023_04_01,CUS_0x1285,1/4/2023,10,6,10000,1000,1000,0,4000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x128e_2023_06_01,CUS_0x128e,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x1297_2023_01_01,CUS_0x1297,1/1/2023,10,9,10000,1000,0,7000,8000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x129b_2023_02_01,CUS_0x129b,1/2/2023,10,8,10000,1000,1000,0,2000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x12a6_2023_02_01,CUS_0x12a6,1/2/2023,10,8,10000,1000,0,5000,7000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x12a7_2023_05_01,CUS_0x12a7,1/5/2023,10,5,10000,1000,1000,0,5000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x12a9_2023_05_01,CUS_0x12a9,1/5/2023,10,5,10000,1000,1000,0,5000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x12be_2023_04_01,CUS_0x12be,1/4/2023,10,6,10000,1000,1000,0,4000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
CUS_0x12bf_2023_09_01,CUS_0x12bf,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023,2023-10-01,2025-11-09 06:51:02.752980,data/lms_loan_daily.csv,2023-10-01
