loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date,normalized_snapshot_date,bronze_ingestion_timestamp,bronze_source_file,bronze_processing_date
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1069_2023_01_01,CUS_0x1069,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x10aa_2023_02_01,CUS_0x10aa,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x113e_2023_02_01,CUS_0x113e,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1140_2023_02_01,CUS_0x1140,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x114a_2023_01_01,CUS_0x114a,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1155_2023_02_01,CUS_0x1155,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1184_2023_01_01,CUS_0x1184,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1252_2023_02_01,CUS_0x1252,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1297_2023_01_01,CUS_0x1297,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x129b_2023_02_01,CUS_0x129b,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x12a6_2023_02_01,CUS_0x12a6,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x12fb_2023_01_01,CUS_0x12fb,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1325_2023_01_01,CUS_0x1325,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1341_2023_01_01,CUS_0x1341,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x135c_2023_02_01,CUS_0x135c,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1375_2023_01_01,CUS_0x1375,1/1/2023,10,1,10000,1000,0,1000,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x13a8_2023_01_01,CUS_0x13a8,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x13ef_2023_01_01,CUS_0x13ef,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1440_2023_01_01,CUS_0x1440,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1443_2023_01_01,CUS_0x1443,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
CUS_0x1452_2023_02_01,CUS_0x1452,1/2/2023,10,0,10000,0,0,0,10000,1/2/2023,2023-02-01,2025-11-09 08:44:51.798891,data/lms_loan_daily.csv,2023-02-01
